"steady_state_subject1","steady_state_subject2","steady_state_subject3","steady_state_subject4","steady_state_subject5","steady_state_subject6","steady_state_subject7","steady_state_subject8","steady_state_subject9","steady_state_subject10","steady_state_subject11","steady_state_subject12","steady_state_subject13","steady_state_subject14","steady_state_subject15","steady_state_subject16","steady_state_subject17","steady_state_subject18","max_prod_subject1","max_prod_subject2","max_prod_subject3","max_prod_subject4","max_prod_subject5","max_prod_subject6","max_prod_subject7","max_prod_subject8","max_prod_subject9","max_prod_subject10","max_prod_subject11","max_prod_subject12","max_prod_subject13","max_prod_subject14","max_prod_subject15","max_prod_subject16","max_prod_subject17","max_prod_subject18","d","hill","mid_transit","mid_hemat","mu_ssh","mu_rho","sigma_ssh","sigma_rho"
36.6604040060881,46.6976554099698,39.4046622667966,38.9627659036605,45.7971523898335,45.6250088836249,40.5260896155832,43.6406123883269,39.6992665670131,35.9012647969682,39.1117289004385,41.1745876620743,47.2793424589676,37.5470907799894,29.3103456374087,41.8631678297017,35.2975037359091,40.1981273502325,3.00836936343899,7.44918233990459,4.86658769962628,4.42020780333334,7.54811075173676,4.7997077399431,4.18663629236152,7.81426277878653,4.98655285084137,3.98240680586453,3.08232831995179,4.4421747001065,7.26963219076503,4.14202151354753,7.22981868313442,7.02029460363452,2.51654511216795,4.20089556557671,0.0124412330687191,10.8840513574971,33.148815001384,34.4710903212519,40.456028236498,5.37282480278374,3.70396381822557,2.21318317561267
36.6604040060881,46.4720458461705,39.3132624255802,39.0195717573309,45.8937084036743,45.7028106396182,40.6481380982112,43.6406123883269,39.6387071923796,35.9000161319835,38.9580598357106,41.2594408631472,47.4392205339605,37.5950102438371,29.3452082610422,41.8631678297017,35.2965383304338,40.453953575252,3.00836936343899,7.58674375357218,4.84934445321703,4.38771552663884,7.59962285303074,4.76930257210287,4.13556526202926,7.81426277878653,5.02188863701016,3.87622817875289,3.0782114121972,4.44162038318033,7.23980277418012,4.33135543292203,7.18774404253159,7.02029460363452,2.51349428108651,4.15137589733476,0.0124412330687191,10.8840513574971,33.148815001384,34.5958464091482,40.619552087788,5.96879946112315,5.25147368862902,2.07938934838181
36.6407920129089,46.5347978127311,39.3132624255802,38.9827210818245,45.9344411337142,45.7028106396182,40.8012198517549,43.6834492221399,39.782355215934,35.9000161319835,38.9924025799542,41.3015103429981,47.4104413823839,37.427576107525,29.3648666609551,41.9809312753735,35.2965383304338,40.4004437903069,2.98758034303211,7.5445724161936,4.84934445321703,4.3421661603787,7.6670866749257,4.76930257210287,4.23225087779847,7.82915379401028,5.0111787348449,3.87622817875289,3.16483394247128,4.39316182528812,7.07236763900847,4.2077314567127,7.21647527620774,7.00001934024622,2.51349428108651,4.20544200668055,0.0124412330687191,10.8840513574971,33.148815001384,34.5958464091482,40.7278836495402,5.36881755350184,4.75278807512337,2.07392181087065
36.8660450864848,46.6054814943134,39.3997480618403,39.1211673290444,46.0163109146753,45.7141253895382,40.6066569055108,43.7345186412921,39.6243492362083,36.0225743144982,39.0447128353112,41.3850413599426,47.3636364770427,37.361124611495,29.5062034571072,42.0818103332456,35.2965383304338,40.3358699150996,2.86951898625418,7.50551835989327,4.99502971785879,4.42147518158015,7.66618271950519,4.54465709607561,4.25203937073676,7.73400747677888,4.94446661377846,3.86923640638297,3.08751289480416,4.37207017575172,7.21905596890668,4.05139509526285,7.23132185159453,6.96737595122807,2.51349428108651,4.28616945179679,0.0124412330687191,10.9873918575585,33.1648045549815,34.5958464091482,40.5830561070591,4.27546603851255,6.37646699250775,2.01072915657917
36.6927794264056,46.464588281139,39.2634065148987,39.0139286695853,45.9473110078243,45.7141253895382,40.7336574292571,43.7151057973446,39.6664154905981,35.8963013837698,39.1480787213227,41.5457639443633,47.5321106225693,37.3252650143664,29.5696298315302,42.2983460073046,35.2965383304338,40.4134354834099,2.91451600433027,7.63100031381707,4.91990123242444,4.51714358237994,7.73662099298495,4.54465709607561,4.19816293529836,7.6342784668134,4.98660210177776,3.77760792099063,3.09338815634658,4.43233175780458,7.25235863410264,4.0501085673265,7.20777122757262,6.89517874290209,2.51349428108651,4.17053967264739,0.0124412330687191,10.917623030536,33.2912771493627,34.6965293246961,40.0171448186784,6.06772088798204,4.81690845113204,3.2319841796096
36.6528912626249,46.5517421211054,39.2686594178786,39.1053999854937,45.8801426400497,45.7141253895382,40.7336574292571,43.8108344039245,39.6669268447338,35.9661993060986,39.1779970876788,41.5733949108331,47.4672250247879,37.4003942968384,29.4647889898794,42.4014575836039,35.2965383304338,40.4904811257508,2.96041352117384,7.53855710548842,4.98887139989073,4.58335657156986,7.85402648726712,4.54465709607561,4.19816293529836,7.68272867987804,4.93839723019722,3.86372442360146,3.13272430514187,4.48570154130521,7.22193377783915,4.19146947447833,7.23858941112096,6.9134824617637,2.51349428108651,4.12963347653674,0.0124412330687191,10.917623030536,33.2912771493627,34.6965293246961,38.5164298234758,4.87463103797795,4.76596701687654,2.2442107218107
36.6029006348488,46.5735243428183,39.2897215918901,39.1051435144702,45.710919601913,45.7141253895382,40.6560631081019,44.0088166022259,39.5352342545811,35.9588750203314,39.1779970876788,41.5733949108331,47.3578659055896,37.458888694866,29.613203579406,42.5956155482688,35.2965383304338,40.3635552108455,2.95495819464437,7.58058861923883,5.06328767650794,4.61755669358199,7.83958449557109,4.54465709607561,4.30705066974616,7.4578978708538,4.924341530689,3.82345934797271,3.13272430514187,4.48570154130521,7.30137439916552,4.0543816971888,7.27410247467632,7.00635037962574,2.51349428108651,4.13209423485886,0.0124412330687191,10.8828294873122,33.3150272985105,34.5488138024731,39.8198803146131,5.60483119662931,5.2643145601971,1.65234097790522
36.6029006348488,46.5680868248601,39.2814367186454,39.0837757155062,45.6918239389592,45.8741600423343,40.6560631081019,43.8370114507116,39.6749030369684,35.9475296527719,39.1779970876788,41.7218645835936,47.3905524179697,37.5576397842324,29.5861569459275,42.5956155482688,35.3138710247094,40.234642436597,2.95495819464437,7.58496572062131,5.03868614598512,4.5395801466193,7.63872253451095,4.58233506130997,4.30705066974616,7.62900680469954,4.78250533852017,3.91080252300661,3.13272430514187,4.57559973516872,7.33029432814784,3.9865307768883,7.24004442973399,7.00635037962574,2.50763070979116,4.15650735945886,0.0124412330687191,10.8882967303441,33.4025963407846,34.5072087219549,42.1702645770099,5.54224107468559,5.27290759529473,2.21124115806469
36.5774625419683,46.5199058282539,39.3182585053304,38.9724485538168,45.5623006064331,45.7995925783872,40.6560631081019,43.888160077005,39.5336475187557,35.7435353632593,39.2006535945777,41.6776830082225,47.4265963055827,37.5576397842324,29.6485317828779,42.4828544487959,35.3058638645521,40.2103325464165,2.97823175010818,7.43835464000271,5.02724682469178,4.56173011461175,7.61609051541901,4.56343131855846,4.30705066974616,7.59574571198693,4.70562494491936,3.8430634989217,2.9946592002985,4.47581924706475,7.30033278368196,3.9865307768883,7.10435399194975,7.1136336297246,2.57973542604802,4.15791585129262,0.0124412330687191,10.8882967303441,33.4025963407846,34.5072087219549,41.2571777540624,4.89800614707926,4.94070744401639,1.4767613609945
36.5774625419683,46.410679219598,39.4962206428347,38.9852321771024,45.5623006064331,45.7995925783872,40.7152429589756,44.0204788061079,39.5336475187557,35.5782147001846,39.2386826040117,41.6689987266076,47.5324863632782,37.596705377182,29.7524686862519,42.425624594261,35.1416040998671,40.1400642011516,2.97823175010818,7.41889705442642,5.06079394409529,4.55220236221382,7.61609051541901,4.56343131855846,4.15008281353034,7.7035258418211,4.70562494491936,3.99866762947128,3.0283557473478,4.42399155815644,7.35363239603926,3.90785576571761,7.0494540651432,7.14852169947684,2.64912076847234,4.19813462238139,0.0124412330687191,10.8803602970211,33.5113838057183,34.5072087219549,41.2624352098653,5.32885132722299,4.20860350432036,1.4611427166792
36.5774625419683,46.6006967334256,39.3638423315149,38.8767159340198,45.3900347532871,45.7312885204784,40.6227215903106,44.0600154009992,39.5686714503772,35.5986644471224,39.2801821269217,41.6814417286678,47.3407249437502,37.6591970198665,29.7921340083494,42.2366855353946,35.1631022355125,40.1231627340991,2.97823175010818,7.54932658927982,5.07086527288893,4.64554546283192,7.59169184342636,4.42176378769677,4.16036676137467,7.52461159782373,4.8984036414701,3.98647827524013,3.18718289804187,4.41954990794247,7.37563305115,3.89675003593262,7.04960960957654,7.19109862199814,2.75992394989568,4.1793617247304,0.0124412330687191,10.9050404942243,33.4287221327357,34.4704722346763,39.5259613518856,5.52433919004569,5.04261788391264,2.47595305561813
36.5526915424384,46.5563674240317,39.3615258486454,39.0110840618459,45.2529783890323,45.6717630885621,40.6745772732812,43.9976942495622,39.67561611942,35.5986644471224,39.2359639286286,41.6920676982296,47.2466006823997,37.694697521327,29.8167842649749,42.3532083126931,35.1874017185194,40.1231627340991,3.03420730136225,7.59791627202701,5.08636516758801,4.60960687892756,7.49948115399428,4.56945284012019,4.34168326144149,7.50407177710148,5.04867325671469,3.98647827524013,3.20646970898211,4.41998762098139,7.3843424285598,3.82947171673315,7.16691415428639,7.29112696703302,2.67607785231547,4.1793617247304,0.0124412330687191,11.08102671382,33.5259683393582,34.4474386598964,41.1678270932129,4.93329927797758,6.40051158230476,1.5385604288923
36.5525385565428,46.5629412332017,39.3346690641323,38.8507840043215,45.2529783890323,45.7028457784021,40.6331382424657,44.0940746088413,39.678971957984,35.653807159332,39.2246251725441,41.583191864027,47.1110508554721,37.7767789033098,29.6504361965694,42.3351904531159,35.1874017185194,40.1175180549979,3.03821608069247,7.54560335051658,5.25983320962017,4.51733396128018,7.49948115399428,4.60840784083076,4.19672331793082,7.54647908732836,5.0826999000081,4.02915464385764,3.22728951468668,4.33303255286016,7.2911608752513,3.82164869674037,7.034623393652,7.44872602675077,2.67607785231547,4.10606329930024,0.0124412330687191,10.8585669144979,33.6965930924427,34.3965358242458,40.1258904705226,5.26521923597561,4.24877058249101,1.58446105600439
